Plate,Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,Y-Intercept,R(superscript 2),Slope,Amp Score,Cq Conf,Amp Status,HIGHSD
20240213_2,32,C8,FALSE,Sample 19,MOA,UNKNOWN,VIC,NFQ-MGB,28.57,28.68,0.10,,,,TRUE,0.259,TRUE,3,23,,,,,1.39,0.967,Amp,N
20240213_2,33,C9,FALSE,Sample 19,GACH,UNKNOWN,CY5,NFQ-MGB,31.79,31.68,0.10,236.62,257.69,18.59,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.421,0.991,Amp,N
20240213_2,33,C9,FALSE,Sample 19,MOA,UNKNOWN,VIC,NFQ-MGB,28.73,28.68,0.10,,,,TRUE,0.259,TRUE,3,23,,,,,1.387,0.969,Amp,N
20240213_2,34,C10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,24.89,25.47,0.60,20000.00,,,TRUE,0.271,TRUE,3,19,,39.071,0.982,-3.065,1.439,0.994,Amp,Y
20240213_2,34,C10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.48,28.75,0.24,,,,TRUE,0.259,TRUE,3,22,,,,,1.38,0.962,Amp,Y
20240213_2,35,C11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,25.44,25.47,0.60,20000.00,,,TRUE,0.271,TRUE,3,19,,39.071,0.982,-3.065,1.428,0.992,Amp,Y
20240213_2,35,C11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.84,28.75,0.24,,,,TRUE,0.259,TRUE,3,23,,,,,1.369,0.965,Amp,Y
20240213_2,36,C12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,26.09,25.47,0.60,20000.00,,,TRUE,0.271,TRUE,3,20,,39.071,0.982,-3.065,1.42,0.99,Amp,Y
20240213_2,36,C12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.93,28.75,0.24,,,,TRUE,0.259,TRUE,3,23,,,,,1.366,0.964,Amp,Y
20240213_2,37,D1,FALSE,Sample 4,GACH,UNKNOWN,CY5,NFQ-MGB,30.73,30.64,0.09,526.00,562.58,39.33,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.42,0.993,Amp,N
20240213_2,37,D1,FALSE,Sample 4,MOA,UNKNOWN,VIC,NFQ-MGB,28.66,28.61,0.05,,,,TRUE,0.259,TRUE,3,23,,,,,1.388,0.963,Amp,N
20240213_2,38,D2,FALSE,Sample 4,GACH,UNKNOWN,CY5,NFQ-MGB,30.65,30.64,0.09,557.56,562.58,39.33,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.441,0.992,Amp,N
20240213_2,38,D2,FALSE,Sample 4,MOA,UNKNOWN,VIC,NFQ-MGB,28.60,28.61,0.05,,,,TRUE,0.259,TRUE,3,22,,,,,1.402,0.965,Amp,N
20240213_2,39,D3,FALSE,Sample 4,GACH,UNKNOWN,CY5,NFQ-MGB,30.55,30.64,0.09,604.17,562.58,39.33,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.442,0.992,Amp,N
20240213_2,39,D3,FALSE,Sample 4,MOA,UNKNOWN,VIC,NFQ-MGB,28.56,28.61,0.05,,,,TRUE,0.259,TRUE,3,23,,,,,1.397,0.964,Amp,N
20240213_2,40,D4,FALSE,Sample 12,GACH,UNKNOWN,CY5,NFQ-MGB,30.36,30.56,0.31,695.82,609.62,133.26,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.45,0.99,Amp,N
20240213_2,40,D4,FALSE,Sample 12,MOA,UNKNOWN,VIC,NFQ-MGB,28.59,28.55,0.06,,,,TRUE,0.259,TRUE,3,22,,,,,1.398,0.967,Amp,N
20240213_2,41,D5,FALSE,Sample 12,GACH,UNKNOWN,CY5,NFQ-MGB,30.92,30.56,0.31,456.14,609.62,133.26,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.456,0.994,Amp,N
20240213_2,41,D5,FALSE,Sample 12,MOA,UNKNOWN,VIC,NFQ-MGB,28.57,28.55,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.4,0.967,Amp,N
20240213_2,42,D6,FALSE,Sample 12,GACH,UNKNOWN,CY5,NFQ-MGB,30.40,30.56,0.31,676.90,609.62,133.26,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.456,0.991,Amp,N
20240213_2,42,D6,FALSE,Sample 12,MOA,UNKNOWN,VIC,NFQ-MGB,28.48,28.55,0.06,,,,TRUE,0.259,TRUE,3,22,,,,,1.402,0.963,Amp,N
20240213_2,43,D7,FALSE,Sample 20,GACH,UNKNOWN,CY5,NFQ-MGB,31.87,31.88,0.12,223.37,223.41,20.50,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.446,0.991,Amp,N
20240213_2,43,D7,FALSE,Sample 20,MOA,UNKNOWN,VIC,NFQ-MGB,28.69,28.60,0.12,,,,TRUE,0.259,TRUE,3,23,,,,,1.394,0.965,Amp,N
20240213_2,44,D8,FALSE,Sample 20,GACH,UNKNOWN,CY5,NFQ-MGB,32.00,31.88,0.12,202.93,223.41,20.50,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.442,0.992,Amp,N
20240213_2,44,D8,FALSE,Sample 20,MOA,UNKNOWN,VIC,NFQ-MGB,28.63,28.60,0.12,,,,TRUE,0.259,TRUE,3,23,,,,,1.392,0.964,Amp,N
20240213_2,45,D9,FALSE,Sample 20,GACH,UNKNOWN,CY5,NFQ-MGB,31.75,31.88,0.12,243.92,223.41,20.50,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.455,0.992,Amp,N
20240213_2,45,D9,FALSE,Sample 20,MOA,UNKNOWN,VIC,NFQ-MGB,28.46,28.60,0.12,,,,TRUE,0.259,TRUE,3,23,,,,,1.405,0.967,Amp,N
20240213_2,46,D10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,28.16,29.01,1.20,2000.00,,,TRUE,0.271,TRUE,3,22,,39.071,0.982,-3.065,1.451,0.99,Amp,Y
20240213_2,46,D10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.50,28.86,0.54,,,,TRUE,0.259,TRUE,3,23,,,,,1.401,0.966,Amp,Y
20240213_2,47,D11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,28.50,29.01,1.20,2000.00,,,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.435,0.991,Amp,Y
20240213_2,47,D11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.59,28.86,0.54,,,,TRUE,0.259,TRUE,3,23,,,,,1.394,0.966,Amp,Y
20240213_2,48,D12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,30.39,29.01,1.20,2000.00,,,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.421,0.99,Amp,Y
20240213_2,48,D12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.48,28.86,0.54,,,,TRUE,0.259,TRUE,3,24,,,,,1.391,0.964,Amp,Y
20240213_2,49,E1,FALSE,Sample 5,GACH,UNKNOWN,CY5,NFQ-MGB,31.11,30.91,0.18,396.78,463.18,62.93,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.433,0.989,Amp,N
20240213_2,49,E1,FALSE,Sample 5,MOA,UNKNOWN,VIC,NFQ-MGB,28.82,28.69,0.14,,,,TRUE,0.259,TRUE,3,23,,,,,1.389,0.966,Amp,N
20240213_2,50,E2,FALSE,Sample 5,GACH,UNKNOWN,CY5,NFQ-MGB,30.88,30.91,0.18,470.82,463.18,62.93,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.444,0.992,Amp,N
20240213_2,50,E2,FALSE,Sample 5,MOA,UNKNOWN,VIC,NFQ-MGB,28.54,28.69,0.14,,,,TRUE,0.259,TRUE,3,23,,,,,1.401,0.964,Amp,N
20240213_2,51,E3,FALSE,Sample 5,GACH,UNKNOWN,CY5,NFQ-MGB,30.74,30.91,0.18,521.94,463.18,62.93,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.433,0.992,Amp,N
20240213_2,51,E3,FALSE,Sample 5,MOA,UNKNOWN,VIC,NFQ-MGB,28.70,28.69,0.14,,,,TRUE,0.259,TRUE,3,23,,,,,1.388,0.967,Amp,N
20240213_2,52,E4,FALSE,Sample 13,GACH,UNKNOWN,CY5,NFQ-MGB,30.70,30.73,0.11,539.94,526.52,43.55,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.459,0.991,Amp,N
20240213_2,52,E4,FALSE,Sample 13,MOA,UNKNOWN,VIC,NFQ-MGB,28.46,28.51,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.406,0.967,Amp,N
20240213_2,53,E5,FALSE,Sample 13,GACH,UNKNOWN,CY5,NFQ-MGB,30.64,30.73,0.11,561.78,526.52,43.55,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.471,0.991,Amp,N
20240213_2,53,E5,FALSE,Sample 13,MOA,UNKNOWN,VIC,NFQ-MGB,28.50,28.51,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.411,0.965,Amp,N
20240213_2,54,E6,FALSE,Sample 13,GACH,UNKNOWN,CY5,NFQ-MGB,30.86,30.73,0.11,477.83,526.52,43.55,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.458,0.993,Amp,N
20240213_2,54,E6,FALSE,Sample 13,MOA,UNKNOWN,VIC,NFQ-MGB,28.57,28.51,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.403,0.965,Amp,N
20240213_2,55,E7,FALSE,Sample 21,GACH,UNKNOWN,CY5,NFQ-MGB,30.25,30.30,0.21,752.46,734.05,112.98,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.457,0.991,Amp,N
20240213_2,55,E7,FALSE,Sample 21,MOA,UNKNOWN,VIC,NFQ-MGB,28.62,28.63,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.398,0.966,Amp,N
20240213_2,56,E8,FALSE,Sample 21,GACH,UNKNOWN,CY5,NFQ-MGB,30.53,30.30,0.21,612.99,734.05,112.98,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.447,0.992,Amp,N
20240213_2,56,E8,FALSE,Sample 21,MOA,UNKNOWN,VIC,NFQ-MGB,28.67,28.63,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.392,0.966,Amp,N
20240213_2,57,E9,FALSE,Sample 21,GACH,UNKNOWN,CY5,NFQ-MGB,30.11,30.30,0.21,836.70,734.05,112.98,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.449,0.99,Amp,N
20240213_2,57,E9,FALSE,Sample 21,MOA,UNKNOWN,VIC,NFQ-MGB,28.60,28.63,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.392,0.964,Amp,N
20240213_2,58,E10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,31.66,32.08,0.54,200.00,,,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.439,0.991,Amp,Y
20240213_2,58,E10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.46,28.56,0.09,,,,TRUE,0.259,TRUE,3,23,,,,,1.406,0.965,Amp,Y
20240213_2,59,E11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,31.89,32.08,0.54,200.00,,,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.438,0.992,Amp,Y
20240213_2,59,E11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.60,28.56,0.09,,,,TRUE,0.259,TRUE,3,23,,,,,1.403,0.966,Amp,Y
20240213_2,60,E12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,32.69,32.08,0.54,200.00,,,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.421,0.99,Amp,Y
20240213_2,60,E12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.63,28.56,0.09,,,,TRUE,0.259,TRUE,3,23,,,,,1.4,0.966,Amp,Y
20240213_2,61,F1,FALSE,Sample 6,GACH,UNKNOWN,CY5,NFQ-MGB,30.61,30.50,0.13,577.84,627.40,59.93,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.419,0.99,Amp,N
20240213_2,61,F1,FALSE,Sample 6,MOA,UNKNOWN,VIC,NFQ-MGB,28.63,28.63,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.386,0.965,Amp,N
20240213_2,62,F2,FALSE,Sample 6,GACH,UNKNOWN,CY5,NFQ-MGB,30.53,30.50,0.13,610.37,627.40,59.93,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.439,0.992,Amp,N
20240213_2,62,F2,FALSE,Sample 6,MOA,UNKNOWN,VIC,NFQ-MGB,28.59,28.63,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.4,0.965,Amp,N
20240213_2,63,F3,FALSE,Sample 6,GACH,UNKNOWN,CY5,NFQ-MGB,30.36,30.50,0.13,694.01,627.40,59.93,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.44,0.99,Amp,N
20240213_2,63,F3,FALSE,Sample 6,MOA,UNKNOWN,VIC,NFQ-MGB,28.66,28.63,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.394,0.964,Amp,N
20240213_2,64,F4,FALSE,Sample 14,GACH,UNKNOWN,CY5,NFQ-MGB,31.06,30.92,0.12,412.47,456.21,39.00,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.446,0.989,Amp,N
20240213_2,64,F4,FALSE,Sample 14,MOA,UNKNOWN,VIC,NFQ-MGB,28.56,28.53,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.397,0.968,Amp,N
20240213_2,65,F5,FALSE,Sample 14,GACH,UNKNOWN,CY5,NFQ-MGB,30.83,30.92,0.12,487.38,456.21,39.00,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.455,0.991,Amp,N
20240213_2,65,F5,FALSE,Sample 14,MOA,UNKNOWN,VIC,NFQ-MGB,28.52,28.53,0.03,,,,TRUE,0.259,TRUE,3,22,,,,,1.401,0.966,Amp,N
20240213_2,66,F6,FALSE,Sample 14,GACH,UNKNOWN,CY5,NFQ-MGB,30.88,30.92,0.12,468.78,456.21,39.00,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.467,0.994,Amp,N
20240213_2,66,F6,FALSE,Sample 14,MOA,UNKNOWN,VIC,NFQ-MGB,28.50,28.53,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.411,0.964,Amp,N
20240213_2,67,F7,FALSE,Sample 22,GACH,UNKNOWN,CY5,NFQ-MGB,28.52,28.52,0.01,2761.60,2779.21,16.47,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.457,0.994,Amp,N
20240213_2,67,F7,FALSE,Sample 22,MOA,UNKNOWN,VIC,NFQ-MGB,28.64,28.61,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.393,0.965,Amp,N
20240213_2,68,F8,FALSE,Sample 22,GACH,UNKNOWN,CY5,NFQ-MGB,28.51,28.52,0.01,2794.22,2779.21,16.47,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.457,0.993,Amp,N
20240213_2,68,F8,FALSE,Sample 22,MOA,UNKNOWN,VIC,NFQ-MGB,28.59,28.61,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.393,0.966,Amp,N
20240213_2,69,F9,FALSE,Sample 22,GACH,UNKNOWN,CY5,NFQ-MGB,28.51,28.52,0.01,2781.82,2779.21,16.47,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.446,0.993,Amp,N
20240213_2,69,F9,FALSE,Sample 22,MOA,UNKNOWN,VIC,NFQ-MGB,28.58,28.61,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.386,0.964,Amp,N
20240213_2,70,F10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,35.23,35.14,0.12,20.00,,,TRUE,0.271,TRUE,3,29,,39.071,0.982,-3.065,1.418,0.98,Amp,N
20240213_2,70,F10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.41,28.46,0.07,,,,TRUE,0.259,TRUE,3,23,,,,,1.416,0.965,Amp,N
20240213_2,71,F11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,35.05,35.14,0.12,20.00,,,TRUE,0.271,TRUE,3,29,,39.071,0.982,-3.065,1.414,0.981,Amp,N
20240213_2,71,F11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.51,28.46,0.07,,,,TRUE,0.259,TRUE,3,23,,,,,1.413,0.965,Amp,N
20240213_2,73,G1,FALSE,Sample 7,GACH,UNKNOWN,CY5,NFQ-MGB,31.37,31.47,0.47,325.46,314.34,103.11,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.419,0.989,Amp,N
20240213_2,73,G1,FALSE,Sample 7,MOA,UNKNOWN,VIC,NFQ-MGB,28.86,28.97,0.43,,,,TRUE,0.259,TRUE,3,23,,,,,1.385,0.965,Amp,N
20240213_2,74,G2,FALSE,Sample 7,GACH,UNKNOWN,CY5,NFQ-MGB,31.06,31.47,0.47,411.43,314.34,103.11,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.43,0.988,Amp,N
20240213_2,74,G2,FALSE,Sample 7,MOA,UNKNOWN,VIC,NFQ-MGB,28.61,28.97,0.43,,,,TRUE,0.259,TRUE,3,23,,,,,1.397,0.962,Amp,N
20240213_2,75,G3,FALSE,Sample 7,GACH,UNKNOWN,CY5,NFQ-MGB,31.98,31.47,0.47,206.12,314.34,103.11,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.435,0.992,Amp,N
20240213_2,75,G3,FALSE,Sample 7,MOA,UNKNOWN,VIC,NFQ-MGB,29.45,28.97,0.43,,,,TRUE,0.259,TRUE,3,23,,,,,1.406,0.953,Amp,N
20240213_2,76,G4,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,29.73,29.69,0.11,1115.29,1155.88,99.22,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.425,0.992,Amp,N
20240213_2,76,G4,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,28.62,28.66,0.04,,,,TRUE,0.259,TRUE,3,23,,,,,1.379,0.961,Amp,N
20240213_2,77,G5,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,29.77,29.69,0.11,1083.40,1155.88,99.22,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.439,0.993,Amp,N
20240213_2,77,G5,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,28.71,28.66,0.04,,,,TRUE,0.259,TRUE,3,23,,,,,1.39,0.961,Amp,N
20240213_2,78,G6,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,29.56,29.69,0.11,1268.96,1155.88,99.22,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.444,0.992,Amp,N
20240213_2,78,G6,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,28.65,28.66,0.04,,,,TRUE,0.259,TRUE,3,23,,,,,1.391,0.964,Amp,N
20240213_2,79,G7,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,28.72,28.81,0.08,2387.84,2233.68,139.55,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.443,0.992,Amp,N
20240213_2,79,G7,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,28.67,28.69,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.386,0.966,Amp,N
20240213_2,80,G8,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,28.88,28.81,0.08,2115.96,2233.68,139.55,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.45,0.994,Amp,N
20240213_2,80,G8,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,28.68,28.69,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.385,0.965,Amp,N
20240213_2,81,G9,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,28.83,28.81,0.08,2197.24,2233.68,139.55,TRUE,0.271,TRUE,3,23,,39.071,0.982,-3.065,1.441,0.991,Amp,N
20240213_2,81,G9,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,28.72,28.69,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.379,0.966,Amp,N
20240213_2,85,H1,FALSE,Sample 8,GACH,UNKNOWN,CY5,NFQ-MGB,30.26,30.32,0.20,751.20,721.01,105.92,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.41,0.988,Amp,N
20240213_2,85,H1,FALSE,Sample 8,MOA,UNKNOWN,VIC,NFQ-MGB,28.96,28.76,0.17,,,,TRUE,0.259,TRUE,3,23,,,,,1.364,0.969,Amp,N
20240213_2,86,H2,FALSE,Sample 8,GACH,UNKNOWN,CY5,NFQ-MGB,30.55,30.32,0.20,603.27,721.01,105.92,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.43,0.992,Amp,N
20240213_2,86,H2,FALSE,Sample 8,MOA,UNKNOWN,VIC,NFQ-MGB,28.64,28.76,0.17,,,,TRUE,0.259,TRUE,3,23,,,,,1.395,0.966,Amp,N
20240213_2,87,H3,FALSE,Sample 8,GACH,UNKNOWN,CY5,NFQ-MGB,30.16,30.32,0.20,808.55,721.01,105.92,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.431,0.989,Amp,N
20240213_2,87,H3,FALSE,Sample 8,MOA,UNKNOWN,VIC,NFQ-MGB,28.70,28.76,0.17,,,,TRUE,0.259,TRUE,3,23,,,,,1.387,0.962,Amp,N
20240213_2,88,H4,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,30.35,30.35,0.05,698.50,702.84,25.52,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.435,0.991,Amp,N
20240213_2,88,H4,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,28.71,28.76,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.388,0.964,Amp,N
20240213_2,89,H5,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,30.39,30.35,0.05,679.77,702.84,25.52,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.431,0.99,Amp,N
20240213_2,89,H5,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,28.83,28.76,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.381,0.962,Amp,N
20240213_2,90,H6,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,30.29,30.35,0.05,730.25,702.84,25.52,TRUE,0.271,TRUE,3,24,,39.071,0.982,-3.065,1.432,0.99,Amp,N
20240213_2,90,H6,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,28.74,28.76,0.06,,,,TRUE,0.259,TRUE,3,23,,,,,1.384,0.965,Amp,N
20240213_2,91,H7,FALSE,Sample 24,GACH,UNKNOWN,CY5,NFQ-MGB,31.75,31.46,0.40,245.64,310.88,92.27,TRUE,0.271,TRUE,3,26,,39.071,0.982,-3.065,1.435,0.992,Amp,N
20240213_2,91,H7,FALSE,Sample 24,MOA,UNKNOWN,VIC,NFQ-MGB,28.76,28.75,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.395,0.967,Amp,N
20240213_2,93,H9,FALSE,Sample 24,GACH,UNKNOWN,CY5,NFQ-MGB,31.18,31.46,0.40,376.13,310.88,92.27,TRUE,0.271,TRUE,3,25,,39.071,0.982,-3.065,1.438,0.989,Amp,N
20240213_2,93,H9,FALSE,Sample 24,MOA,UNKNOWN,VIC,NFQ-MGB,28.73,28.75,0.03,,,,TRUE,0.259,TRUE,3,23,,,,,1.389,0.966,Amp,N
20240213_2,94,H10,FALSE,,GACH,NTC,CY5,NFQ-MGB,Undetermined,,,,,,TRUE,0.271,TRUE,3,39,,39.071,0.982,-3.065,0,0,No Amp,Y
20240213_2,94,H10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.98,30.33,1.86,,,,TRUE,0.259,TRUE,3,24,,,,,1.421,0.958,Amp,Y
20240213_2,95,H11,FALSE,,GACH,NTC,CY5,NFQ-MGB,Undetermined,,,,,,TRUE,0.271,TRUE,3,39,,39.071,0.982,-3.065,0,0,No Amp,Y
20240213_2,95,H11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.67,30.33,1.86,,,,TRUE,0.259,TRUE,3,23,,,,,1.406,0.966,Amp,Y
20240213_2,96,H12,FALSE,,GACH,NTC,CY5,NFQ-MGB,Undetermined,,,,,,TRUE,0.271,TRUE,3,39,,39.071,0.982,-3.065,0,0,No Amp,Y
20240213_2,96,H12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,32.34,30.33,1.86,,,,TRUE,0.259,TRUE,3,26,,,,,1.416,0.953,Amp,Y
